time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-07-13T22:08:06.990Z,38.7779999,-122.7210007,2.28,2.05,md,27,56,0.005567,0.05,nc,nc72253385,2014-07-13T23:55:09.982Z,"3km E of The Geysers, California",earthquake
2014-07-13T22:02:35.500Z,45.8153,-121.929,9.1,1.1,Md,,122.4,0.18864621,0.15,uw,uw60816702,2014-07-14T02:59:43.427Z,"13km NW of Carson, Washington",earthquake
2014-07-13T22:02:02.300Z,45.8153,-121.9332,8.7,0.9,Md,,122.4,0.18864621,0.14,uw,uw60816697,2014-07-14T05:05:47.119Z,"13km NW of Carson, Washington",earthquake
2014-07-13T21:57:30.200Z,19.4298,-155.622,3.7,3.2,Ml,,115.2,0.02694946,0.1,hv,hv60731696,2014-07-14T06:00:08.663Z,"25km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-07-13T21:53:27.260Z,33.5015,-116.4998333,14.82,1.07,ml,27,91,0.06162,0.13,ci,ci15526329,2014-07-15T15:41:15.310Z,"17km ESE of Anza, California",earthquake
2014-07-13T21:47:25.660Z,33.4966667,-116.5048333,14.36,2.82,ml,96,25,0.06449,0.18,ci,ci15526321,2014-07-15T15:40:48.391Z,"16km ESE of Anza, California",earthquake
2014-07-13T21:47:19.910Z,33.5011667,-116.498,14.52,1.38,ml,23,76,0.06258,0.12,ci,ci15526313,2014-07-15T00:26:04.950Z,"17km ESE of Anza, California",earthquake
2014-07-13T21:35:44.600Z,18.8299,-64.2956,15,3,Md,13,316.8,0.5111414,0.1,pr,pr14194003,2014-07-14T05:38:12.258Z,"56km NE of Road Town, British Virgin Islands",earthquake
2014-07-13T21:30:39.690Z,33.7035,-116.7218333,20.22,1.34,ml,41,37,0.01343,0.12,ci,ci15526305,2014-07-15T00:18:58.860Z,"4km S of Idyllwild-Pine Cove, California",earthquake
2014-07-13T21:30:09.465Z,40.4948,-119.4358,0,0.33,ml,4,322.25,0.396,0.0692,nn,nn00452050,2014-07-15T22:26:19.944Z,"10km SSW of Gerlach-Empire, Nevada",earthquake
2014-07-13T21:23:27.000Z,59.8812,-141.8567,5.8,1.7,ml,,,,0.87,ak,ak11325206,2014-07-13T22:09:49.919Z,"38km ESE of Cape Yakataga, Alaska",earthquake
2014-07-13T21:22:16.400Z,38.8388,-122.8292,2.7,1,Md,17,54,0.00898315,0.02,nc,nc72253370,2014-07-13T23:05:04.378Z,"9km WNW of Cobb, California",earthquake
2014-07-13T21:09:16.860Z,35.4866667,-118.2996667,4.64,1.31,ml,17,64,0.1392,0.1,ci,ci15526297,2014-07-15T00:12:05.700Z,"19km S of Weldon, California",earthquake
2014-07-13T21:07:44.650Z,35.4908333,-118.2966667,9.11,0.85,ml,6,112,0.1355,0.1,ci,ci37206213,2014-07-15T00:09:56.136Z,"19km S of Weldon, California",earthquake
2014-07-13T21:07:20.820Z,35.4861667,-118.3023333,8.56,1.2,ml,17,72,0.1414,0.2,ci,ci15526281,2014-07-15T00:06:56.540Z,"19km S of Weldon, California",earthquake
2014-07-13T21:05:37.000Z,49.4415,-120.5207,0,2.3,Md,,212.4,0.60187124,0.41,uw,uw60816647,2014-07-14T03:01:48.682Z,"1km SSW of Princeton, Canada",quarry
2014-07-13T20:54:14.510Z,-20.2548,-70.3511,32.53,5.5,mww,,89,0.348,1.23,us,usb000rsnz,2014-07-15T19:29:00.082Z,"22km W of Iquique, Chile",earthquake
2014-07-13T20:53:15.830Z,34.029,-117.161,6.52,1,ml,27,60,0.04086,0.15,ci,ci15526273,2014-07-15T00:03:48.390Z,"3km SE of Redlands, California",earthquake
2014-07-13T20:42:03.000Z,60.6614,-151.8347,37.1,1.4,ml,,,,0.98,ak,ak11325133,2014-07-13T21:07:20.513Z,"30km W of Nikiski, Alaska",earthquake
2014-07-13T20:41:19.500Z,48.3998,-125.0052,30.7,2.1,Ml,,180,0.26949459,0.26,uw,uw60816617,2014-07-14T05:30:06.788Z,"28km W of Neah Bay, Washington",earthquake
2014-07-13T20:36:43.000Z,38.8197,-122.8072,3.4,2.1,Md,42,61.2,0,0.03,nc,nc72253355,2014-07-21T20:49:04.145Z,"6km NW of The Geysers, California",earthquake
2014-07-13T20:19:45.420Z,33.3645,-116.3773333,7.95,0.55,ml,17,136,0.03862,0.13,ci,ci15526265,2014-07-15T00:00:13.850Z,"12km N of Borrego Springs, California",earthquake
2014-07-13T20:18:18.152Z,39.6758,-119.6927,10.482,0.23,ml,3,170.3,0.218,0.0329,nn,nn00451819,2014-07-13T21:52:26.520Z,"3km NNE of Spanish Springs, Nevada",earthquake
2014-07-13T20:14:33.000Z,63.6683,-149.2186,100,2,ml,,,,0.58,ak,ak11325116,2014-07-13T20:41:29.839Z,"24km SSW of Healy, Alaska",earthquake
2014-07-13T20:09:12.500Z,44.2417,-122.8382,17,0.5,Md,,154.8,0.11678099,0.21,uw,uw60816592,2014-07-14T03:05:59.142Z,"19km SSW of Sweet Home, Oregon",earthquake
2014-07-13T20:00:40.940Z,-4.1389,151.1908,35,5.6,mb,,59,6.586,1.02,us,usb000rsns,2014-07-14T16:59:40.000Z,"109km W of Rabaul, Papua New Guinea",earthquake
2014-07-13T19:53:48.000Z,63.2649,-151.0193,0,1.3,ml,,,,0.66,ak,ak11325093,2014-07-13T20:41:32.168Z,"104km W of Cantwell, Alaska",earthquake
2014-07-13T19:47:52.536Z,41.9749,-119.6805,0,1.47,ml,3,157.65,0.469,0.181,nn,nn00451914,2014-07-14T20:43:19.809Z,"59km ESE of Lakeview, Oregon",earthquake
2014-07-13T19:46:09.000Z,61.6974,-149.8432,41,1.2,ml,,,,0.77,ak,ak11325034,2014-07-13T20:41:31.017Z,"7km N of Houston, Alaska",earthquake
2014-07-13T19:44:21.800Z,38.8357,-122.7948,2.5,0.6,Md,12,57.6,0,0.02,nc,nc72253340,2014-07-13T21:37:09.398Z,"6km WNW of Cobb, California",earthquake
2014-07-13T19:41:00.126Z,37.9056,-115.8358,11.8241,0.46,ml,6,163.72,0.485,0.1183,nn,nn00452301,2014-07-17T21:38:31.736Z,"56km SE of Warm Springs, Nevada",earthquake
2014-07-13T19:28:29.200Z,38.7752,-122.7237,2.7,0.5,Md,7,154.8,0.00898315,0.01,nc,nc72253335,2014-07-13T20:02:04.044Z,"2km E of The Geysers, California",earthquake
2014-07-13T19:24:21.000Z,60.6949,-152.5437,125.5,3.3,ml,,,,0.73,ak,ak11325015,2014-07-14T03:26:57.730Z,"25km NNE of Redoubt Volcano, Alaska",earthquake
2014-07-13T19:19:40.000Z,61.9307,-151.3747,43.4,1.5,ml,,,,2.44,ak,ak11325012,2014-07-13T20:06:16.954Z,"73km WNW of Willow, Alaska",earthquake
2014-07-13T19:14:11.000Z,61.6812,-151.5707,79.7,1.5,ml,,,,0.46,ak,ak11325009,2014-07-13T20:06:15.465Z,"81km W of Willow, Alaska",earthquake
2014-07-13T19:12:19.860Z,33.3328333,-116.1818333,11.62,0.95,ml,33,48,0.1553,0.16,ci,ci15526257,2014-07-14T22:46:09.500Z,"15km WSW of Desert Shores, California",earthquake
2014-07-13T19:00:05.000Z,63.6621,-148.3043,100,1.2,ml,,,,0.43,ak,ak11325006,2014-07-13T19:30:17.546Z,"39km ESE of Healy, Alaska",earthquake
2014-07-13T18:57:57.500Z,38.8218,-122.7933,3.8,0.5,Md,14,79.2,0.00898315,0.03,nc,nc72253325,2014-07-13T19:28:05.219Z,"5km NNW of The Geysers, California",earthquake
2014-07-13T18:45:25.890Z,34.3666667,-119.3155,6.86,2.43,ml,43,66,0.03326,0.44,ci,ci15526249,2014-07-14T22:40:58.698Z,"3km SSW of Oak View, California",earthquake
2014-07-13T18:33:21.500Z,34.0608333,-117.1045,12.26,0.82,ml,23,47,0.04582,0.13,ci,ci15526241,2014-07-14T22:31:56.890Z,"2km ESE of Mentone, California",earthquake
2014-07-13T18:24:59.700Z,37.3795,-122.2243,3.8,1.6,Md,7,140.4,0.02694946,0.04,nc,nc72253305,2014-07-13T20:39:13.105Z,"1km ESE of Portola Valley, California",earthquake
2014-07-13T18:17:54.000Z,63.4889,-147.873,0,0.5,ml,,,,0.48,ak,ak11324947,2014-07-13T18:56:04.010Z,"54km ENE of Cantwell, Alaska",earthquake
2014-07-13T18:14:58.600Z,40.2478,-121.3465,12.7,1.1,Md,6,158.4,0.16169675,0.05,nc,nc72253300,2014-07-13T20:08:04.689Z,"11km WSW of Chester, California",earthquake
2014-07-13T18:06:42.044Z,41.95,-119.662,0,1.2,ml,3,152.65,0.479,0.1026,nn,nn00451913,2014-07-15T23:31:48.154Z,"62km ESE of Lakeview, Oregon",earthquake
2014-07-13T17:45:49.700Z,38.8235,-122.7668,3,0.6,Md,7,129.6,0.00898315,0,nc,nc72253290,2014-07-13T19:40:06.551Z,"3km W of Cobb, California",earthquake
2014-07-13T17:23:56.900Z,36.9782,-121.4645,4.9,3.4,Ml,75,39.6,0.04491576,0.08,nc,nc72253275,2014-07-15T21:53:26.174Z,"9km ESE of Gilroy, California",earthquake
2014-07-13T17:19:25.600Z,17.9633,-68.3349,84,3.2,Md,7,266.4,0.54797232,0.28,pr,pr14194002,2014-07-14T01:22:36.719Z,"54km SSE of Boca de Yuma, Dominican Republic",earthquake
2014-07-13T17:18:38.500Z,19.0442,-155.3848,34.8,1.8,Md,,216,0.13474729,0.1,hv,hv60731601,2014-07-16T16:29:08.196Z,"20km SSE of Pahala, Hawaii",earthquake
2014-07-13T17:16:08.450Z,39.2114,-119.7434,5.1065,0.02,ml,7,113.31,0.021,0.1172,nn,nn00451812,2014-07-13T18:28:47.303Z,"5km NNE of Carson City, Nevada",earthquake
2014-07-13T17:06:10.700Z,46.2742,-122.5025,22.9,0.3,Md,,302.4,0.11678099,0.08,uw,uw60061013,2014-07-14T05:50:15.036Z,"31km E of Castle Rock, Washington",earthquake
2014-07-13T17:00:12.580Z,34.1051667,-117.3131667,18.81,0.82,ml,20,78,0.09455,0.12,ci,ci15526225,2014-07-14T22:26:03.460Z,"2km W of San Bernardino, California",earthquake
2014-07-13T16:51:23.810Z,34.2748333,-117.021,8.9,1.07,ml,26,60,0.02209,0.16,ci,ci15526217,2014-07-14T22:23:14.780Z,"10km WNW of Big Bear Lake, California",earthquake
2014-07-13T16:42:52.400Z,39.445,-111.2247,2,1.1,Ml,,122.4,0.1527136,0.15,uu,uu60077317,2014-07-14T17:02:15.614Z,"22km ESE of Mount Pleasant, Utah",earthquake
2014-07-13T16:39:23.000Z,62.497,-149.1998,55.2,0.8,ml,,,,0.11,ak,ak11324881,2014-07-13T18:56:04.907Z,"50km NE of Y, Alaska",earthquake
2014-07-13T16:37:48.000Z,64.9227,-148.4623,13.8,1,ml,,,,0.4,ak,ak11324874,2014-07-13T17:16:04.222Z,"22km WNW of Ester, Alaska",earthquake
2014-07-13T16:36:14.000Z,51.8252,178.6089,111,2.3,ml,,,,0.29,ak,ak11324870,2014-07-13T18:56:05.868Z,"15km SSE of Little Sitkin Island, Alaska",earthquake
2014-07-13T16:25:48.840Z,36.4578333,-117.023,12.28,1.29,ml,15,84,0.1291,0.26,ci,ci15526209,2014-07-16T23:24:02.395Z,"56km SSW of Beatty, Nevada",earthquake
2014-07-13T16:23:43.660Z,36.4691,67.6578,26.13,5,mb,,68,2.231,0.8,us,usb000rsmy,2014-07-14T06:42:23.935Z,"25km S of Khulm, Afghanistan",earthquake
2014-07-13T16:20:50.000Z,59.9527,-152.6529,94.5,2.7,ml,,,,0.62,ak,ak11324859,2014-07-14T00:23:25.235Z,"50km WNW of Anchor Point, Alaska",earthquake
2014-07-13T16:06:45.025Z,36.6682,-116.2755,6.0179,0.58,ml,20,102.44,0.078,0.0833,nn,nn00451804,2014-07-16T23:23:22.520Z,"50km ESE of Beatty, Nevada",earthquake
2014-07-13T15:56:59.100Z,38.8077,-122.7952,2.8,0.5,Md,8,126,0,0.01,nc,nc72253245,2014-07-13T17:45:08.648Z,"4km NW of The Geysers, California",earthquake
2014-07-13T15:55:13.200Z,38.8287,-122.8018,2.7,1.9,Md,34,46.8,0.00898315,0.03,nc,nc72253235,2014-07-13T17:16:10.054Z,"6km W of Cobb, California",earthquake
2014-07-13T15:44:37.000Z,38.8212,-122.826,0.9,0.8,Md,12,93.6,0.00898315,0.02,nc,nc72253225,2014-07-13T16:18:08.551Z,"7km NW of The Geysers, California",earthquake
2014-07-13T15:43:39.800Z,37.6585,-110.6735,5.2,1.9,Ml,,147.6,0.72763538,0.29,uu,uu60077312,2014-07-14T14:31:54.605Z,"79km S of Hanksville, Utah",earthquake
2014-07-13T15:37:41.000Z,60.0786,-141.459,12.9,1.4,ml,,,,1.51,ak,ak11324809,2014-07-13T16:13:29.736Z,"54km E of Cape Yakataga, Alaska",earthquake
2014-07-13T15:23:23.600Z,48.0252,-120.815,7.1,1.7,Md,,122.4,0.11678099,0.09,uw,uw60816257,2014-07-14T03:10:41.643Z,"47km WNW of Granite Falls, Washington",earthquake
2014-07-13T15:22:02.750Z,-7.4556,155.3349,43.91,4.7,mb,,76,4.524,0.8,us,usb000rsn7,2014-07-13T23:24:29.779Z,"127km S of Panguna, Papua New Guinea",earthquake
2014-07-13T15:21:23.050Z,35.6661667,-118.4656667,10.59,1.68,ml,27,45,0.007603,0.11,ci,ci15526201,2014-07-14T22:15:09.200Z,"4km S of Wofford Heights, California",earthquake
2014-07-13T15:18:56.000Z,60.876,-150.0289,34.9,2.6,ml,,,,0.86,ak,ak11324799,2014-07-13T16:18:55.036Z,"38km S of Anchorage, Alaska",earthquake
2014-07-13T15:17:21.000Z,60.8368,-150.1128,43.9,2.5,ml,,,,0.86,ak,ak11324794,2014-07-13T23:19:47.539Z,"44km SSW of Anchorage, Alaska",earthquake
2014-07-13T15:07:00.470Z,-2.1868,99.9982,41.5,4.9,mb,,179,2.704,0.84,us,usb000rsm9,2014-07-13T23:11:05.833Z,"109km SE of Muara Siberut, Indonesia",earthquake
2014-07-13T14:59:36.000Z,60.3448,-147.8834,14.4,1.9,ml,,,,1.27,ak,ak11324790,2014-07-13T15:50:21.764Z,"64km SE of Whittier, Alaska",earthquake
2014-07-13T14:51:02.200Z,35.8588,-97.3237,4.825,3,ml,,52,,0.43,us,usb000rsm4,2014-07-16T14:10:58.516Z,"9km ESE of Guthrie, Oklahoma",earthquake
2014-07-13T14:50:56.600Z,38.8352,-122.8768,3.5,0.8,Md,14,61.2,0.00898315,0.02,nc,nc72253215,2014-07-13T16:01:06.596Z,"12km ENE of Cloverdale, California",earthquake
2014-07-13T14:45:33.130Z,34.0261667,-117.1613333,6.05,1.04,ml,41,45,0.04168,0.15,ci,ci15526193,2014-07-14T22:10:25.530Z,"3km SSE of Redlands, California",earthquake
2014-07-13T14:39:26.500Z,35.8667,-97.3158,4.818,2.8,ml,,58,,0.36,us,usb000rsm3,2014-07-16T14:07:30.350Z,"9km E of Guthrie, Oklahoma",earthquake
2014-07-13T14:33:00.190Z,33.9838333,-116.6586667,18.21,0.72,ml,22,69,0.05527,0.12,ci,ci15526185,2014-07-14T21:59:49.530Z,"10km SW of Morongo Valley, California",earthquake
2014-07-13T14:25:25.200Z,34.0053333,-116.3598333,3.32,0.54,ml,9,89,0.06853,0.09,ci,ci15526177,2014-07-14T21:55:31.519Z,"11km NE of Desert Edge, California",earthquake
2014-07-13T14:17:58.470Z,41.9469,-119.668,0,1.87,ml,3,151.54,0.475,0.1454,nn,nn00451796,2014-07-14T20:39:46.745Z,"70km SE of Lakeview, Oregon",earthquake
2014-07-13T14:08:19.470Z,2.0102,128.3035,103.64,4.6,mb,,140,1.546,0.89,us,usb000rsm1,2014-07-13T22:10:47.633Z,"45km NE of Tobelo, Indonesia",earthquake
2014-07-13T13:53:59.790Z,33.8618333,-117.7765,15.25,0.89,ml,20,73,0.0349,0.2,ci,ci15526169,2014-07-14T21:52:26.290Z,"4km SE of Yorba Linda, California",earthquake
2014-07-13T13:52:18.000Z,59.9417,-140.644,5.6,1.4,ml,,,,0.67,ak,ak11324743,2014-07-13T14:24:58.645Z,"67km NW of Yakutat, Alaska",earthquake
2014-07-13T13:26:47.980Z,37.025,143.4472,10,4.7,mb,,114,4.235,0.56,us,usb000rslu,2014-07-13T21:29:28.202Z,"222km ESE of Namie, Japan",earthquake
2014-07-13T13:20:34.000Z,60.4989,-147.6703,14.8,1.6,ml,,,,0.65,ak,ak11324704,2014-07-13T13:55:39.926Z,"63km ESE of Whittier, Alaska",earthquake
2014-07-13T13:18:38.950Z,34.0261667,-117.1596667,7.32,1.3,ml,53,36,0.04033,0.16,ci,ci15526161,2014-07-14T21:49:07.160Z,"3km SSE of Redlands, California",earthquake
2014-07-13T13:02:55.000Z,38.8345,-122.799,2.7,0.7,Md,11,64.8,0.00898315,0.03,nc,nc72253170,2014-07-13T13:49:02.165Z,"6km WNW of Cobb, California",earthquake
2014-07-13T13:01:29.290Z,39.6616,-119.6912,10.9663,0.36,ml,12,94.79,0.12,0.1131,nn,nn00451802,2014-07-13T15:25:02.008Z,"1km NE of Spanish Springs, Nevada",earthquake
2014-07-13T12:43:45.500Z,18.076,-67.2656,39,2,Md,3,302.4,0.16349338,0.11,pr,pr14194001,2014-07-13T16:27:48.305Z,"8km W of Puerto Real, Puerto Rico",earthquake
2014-07-13T12:41:28.800Z,41.7922,-119.6397,5.3,1.7,Md,,223.2,0.50305656,0.22,uw,uw60816157,2014-07-14T03:13:21.939Z,"73km SE of Lakeview, Oregon",earthquake
2014-07-13T12:36:31.920Z,33.6568333,-116.4173333,13.27,0.38,ml,15,181,0.03426,0.08,ci,ci15526153,2014-07-14T21:41:45.770Z,"8km SSW of Palm Desert, California",earthquake
2014-07-13T12:34:17.500Z,34.2853333,-117.0296667,9.73,0.77,ml,24,59,0.03479,0.17,ci,ci15526145,2014-07-14T21:39:27.280Z,"11km WNW of Big Bear Lake, California",earthquake
2014-07-13T12:24:48.333Z,38.3973,-119.3737,4.8333,1.42,ml,13,157.95,0.118,0.1429,nn,nn00451794,2014-07-15T16:27:38.163Z,"20km NW of Bridgeport, California",earthquake
2014-07-13T12:08:58.640Z,33.5146667,-116.4406667,10.48,0.38,ml,19,104,0.0867,0.11,ci,ci15526137,2014-07-14T21:37:38.980Z,"20km SW of La Quinta, California",earthquake
2014-07-13T12:07:05.090Z,50.3096,178.7815,34.87,4.1,mb,,91,1.118,1.09,us,usb000rsll,2014-07-13T20:09:38.400Z,"182km SW of Amatignak Island, Alaska",earthquake
2014-07-13T11:58:42.080Z,34.2801667,-117.1475,8.55,2.23,ml,85,39,0.08486,0.14,ci,ci15526129,2014-07-14T21:37:15.949Z,"5km NE of Lake Arrowhead, California",earthquake
2014-07-13T11:55:03.800Z,35.52,-97.1566,6.722,2.5,ml,,90,,0.6,us,usb000rsus,2014-07-16T08:00:08.077Z,"3km N of Harrah, Oklahoma",earthquake
2014-07-13T11:51:09.300Z,19.0352,-155.384,34.8,1.9,Md,,216,0.14373045,0.09,hv,hv60731481,2014-07-16T16:28:53.154Z,"21km SSE of Pahala, Hawaii",earthquake
2014-07-13T11:43:23.940Z,-20.7819,-178.1327,491.46,4.3,mb,,123,4.701,1.04,us,usb000rslb,2014-07-13T19:48:44.398Z,"60km ESE of Ndoi Island, Fiji",earthquake
2014-07-13T11:34:50.500Z,36.2848,-96.9546,5,2.7,ml,,90,,0.63,us,usb000rsv2,2014-07-16T07:53:54.083Z,"14km WSW of Pawnee, Oklahoma",earthquake
2014-07-13T11:18:45.150Z,33.5955,-116.5991667,18.21,0.39,ml,19,90,0.003758,0.3,ci,ci15526121,2014-07-14T21:24:42.520Z,"8km ENE of Anza, California",earthquake
2014-07-13T11:18:09.380Z,40.8204,21.1647,10,4.5,mb,,69,0.17,1.48,us,usb000rsl5,2014-07-15T04:03:34.000Z,"14km SSE of Krani, Macedonia",earthquake
2014-07-13T11:09:20.955Z,36.5348,-117.8086,0,0.39,ml,4,326.21,0.764,0.1353,nn,nn00452159,2014-07-16T22:03:59.194Z,"24km ESE of Lone Pine, California",earthquake
2014-07-13T11:07:37.697Z,41.9649,-119.6647,0,1.99,ml,6,155.31,0.479,0.2914,nn,nn00451791,2014-07-15T17:14:07.849Z,"71km SE of Lakeview, Oregon",earthquake
2014-07-13T11:05:46.570Z,33.3441667,-116.2443333,11.29,0.93,ml,16,226,0.1043,0.12,ci,ci37206205,2014-07-16T17:03:26.570Z,"15km NE of Borrego Springs, California",earthquake
2014-07-13T11:05:45.380Z,34.0986667,-116.9291667,7.59,1.23,ml,49,35,0.007555,0.11,ci,ci15526113,2014-07-14T21:17:35.310Z,"12km NE of Yucaipa, California",earthquake
2014-07-13T11:02:48.460Z,36.1568333,-118.0796667,0.92,1.36,ml,19,85,0.1861,0.13,ci,ci15526105,2014-07-14T21:11:45.930Z,"49km S of Lone Pine, California",earthquake
2014-07-13T11:00:38.773Z,41.9879,-119.7009,0,1.67,ml,4,160.75,0.456,0.3234,nn,nn00451866,2014-07-14T15:02:54.702Z,"57km ESE of Lakeview, Oregon",earthquake
2014-07-13T10:45:18.120Z,34.0028333,-116.3183333,6.46,0.94,ml,40,68,0.08906,0.19,ci,ci15526097,2014-07-14T21:09:24.230Z,"12km NNE of Sky Valley, California",earthquake
2014-07-13T10:41:48.000Z,63.4101,-145.0738,0,1.1,ml,,,,0.49,ak,ak11324646,2014-07-13T11:02:47.474Z,"51km S of Deltana, Alaska",earthquake
2014-07-13T10:37:28.300Z,41.8252,-119.6605,0.1,1.3,Md,,219.6,0.48509025,0.74,uw,uw60816122,2014-07-14T20:49:32.759Z,"69km SE of Lakeview, Oregon",earthquake
2014-07-13T10:16:25.000Z,63.4921,-150.9231,0,1.1,ml,,,,0.89,ak,ak11324640,2014-07-13T11:02:43.048Z,"99km W of Cantwell, Alaska",earthquake
2014-07-13T10:15:57.870Z,35.3406667,-118.5078333,7.65,1.03,ml,17,86,0.08656,0.1,ci,ci15526089,2014-07-14T21:04:37.390Z,"22km N of Golden Hills, California",earthquake
2014-07-13T10:12:43.000Z,36.7233,-121.3702,2.8,2.2,Md,44,43.2,0.02694946,0.06,nc,nc72253150,2014-07-16T02:24:07.513Z,"9km S of Ridgemark, California",earthquake
2014-07-13T10:11:49.400Z,47.8078,-122.3432,25.5,1.1,Md,,64.8,0.03593261,0.31,uw,uw60816112,2014-07-14T21:01:50.108Z,"2km SW of Lynnwood, Washington",earthquake
2014-07-13T10:11:08.404Z,40.1647,-119.6549,10.0084,0.71,ml,5,210.31,0.059,0.129,nn,nn00452045,2014-07-15T21:57:42.093Z,"51km SSW of Gerlach-Empire, Nevada",earthquake
2014-07-13T09:54:25.000Z,62.1095,-147.8441,21.4,0.6,ml,,,,0.17,ak,ak11324639,2014-07-13T18:25:51.052Z,"63km NE of Sutton-Alpine, Alaska",earthquake
2014-07-13T09:45:08.000Z,63.5292,-147.6432,14.6,1.2,ml,,,,0.45,ak,ak11324636,2014-07-13T10:33:33.435Z,"66km ENE of Cantwell, Alaska",earthquake
2014-07-13T09:40:06.590Z,32.3813333,-115.5038333,20.98,1.48,ml,14,149,0.1725,0.32,ci,ci15526081,2014-07-14T21:01:19.000Z,"23km SSE of Progreso, Mexico",earthquake
2014-07-13T09:19:37.000Z,61.5496,-149.7168,34.2,1.9,ml,,,,0.65,ak,ak11324630,2014-07-13T10:00:14.854Z,"7km WNW of Knik-Fairview, Alaska",earthquake
2014-07-13T09:14:41.900Z,19.3997,-155.2053,9.3,1.8,Ml,,309.6,0.05389892,0.35,hv,hv60731396,2014-07-13T09:20:28.951Z,"4km SE of Volcano, Hawaii",earthquake
2014-07-13T09:13:27.320Z,33.1988333,-116.4681667,2,0.23,ml,18,141,0.08132,0.17,ci,ci15526073,2014-07-14T20:58:42.980Z,"10km SW of Borrego Springs, California",earthquake
2014-07-13T09:12:03.000Z,60.3776,-147.5025,11.4,1.5,ml,,,,0.58,ak,ak11324628,2014-07-13T10:00:13.932Z,"78km SE of Whittier, Alaska",earthquake
2014-07-13T09:08:38.110Z,36.143,-117.9721667,5.03,0.74,ml,16,94,0.09827,0.08,ci,ci15526065,2014-07-14T20:56:24.590Z,"52km S of Lone Pine, California",earthquake
2014-07-13T09:01:40.200Z,38.7903,-122.7508,3.5,0.4,Md,10,90,0.00898315,0.02,nc,nc72253140,2014-07-13T10:48:07.179Z,"1km NNE of The Geysers, California",earthquake
2014-07-13T09:01:06.000Z,60.2187,-141.4561,0,1.3,ml,,,,0.94,ak,ak11324597,2014-07-13T09:32:25.271Z,"56km ENE of Cape Yakataga, Alaska",earthquake
2014-07-13T08:55:57.100Z,19.3652,-155.3385,8.3,2.2,ml,,305.999975520002,0.04491576,0.29,hv,hv60731386,2014-07-13T09:01:42.000Z,"12km SW of Volcano, Hawaii",earthquake
2014-07-13T08:55:11.640Z,33.4283333,-116.5955,12.69,0.11,ml,17,122,0.06643,0.09,ci,ci15526057,2014-07-14T20:54:06.180Z,"15km SSE of Anza, California",earthquake
2014-07-13T08:46:41.760Z,-24.0718,-69.0393,94.67,4.9,mb,,46,0.946,1.07,us,usb000rskf,2014-07-21T04:17:21.000Z,"146km ESE of Antofagasta, Chile",earthquake
2014-07-13T08:43:05.814Z,38.0495,-118.0526,8.3,0.88,ml,9,82.63,0.392,0.1591,nn,nn00451784,2014-07-16T00:14:32.379Z,"72km SE of Hawthorne, Nevada",earthquake
2014-07-13T08:27:47.300Z,38.8087,-122.8203,3.8,0.6,Md,9,126,0.00898315,0.02,nc,nc72253130,2014-07-13T10:17:03.793Z,"6km WNW of The Geysers, California",earthquake
2014-07-13T08:21:19.100Z,38.8218,-122.7763,2.3,1.8,Md,21,72,0.00898315,0.04,nc,nc72253125,2014-07-13T10:19:04.044Z,"4km W of Cobb, California",earthquake
2014-07-13T07:41:27.710Z,33.669,-116.7235,17.98,0.45,ml,16,78,0.04145,0.09,ci,ci15526049,2014-07-14T20:51:32.510Z,"7km S of Idyllwild, California",earthquake
2014-07-13T07:40:56.400Z,36.557,-121.1492,7.6,1.7,Md,14,104.4,0.03593261,0.02,nc,nc72253115,2014-07-13T09:49:05.710Z,"21km NE of Soledad, California",earthquake
2014-07-13T07:28:31.300Z,38.822,-122.8462,2.8,0.8,Md,14,79.2,0.00898315,0.02,nc,nc72253105,2014-07-13T08:38:08.055Z,"9km WNW of The Geysers, California",earthquake
2014-07-13T07:18:26.200Z,-30.7477,-70.6701,86.19,5.3,mb,,75,0.092,0.72,us,usb000rsk9,2014-07-15T22:45:55.000Z,"27km ESE of Monte Patria, Chile",earthquake
2014-07-13T07:10:13.000Z,61.1722,-147.0496,1,1.6,ml,,,,0.72,ak,ak11324569,2014-07-13T07:36:39.948Z,"38km W of Valdez, Alaska",earthquake
2014-07-13T07:09:07.780Z,38.786335,-122.7508316,3.5,2.2,md,45,49,0.01145,0.05,nc,nc72253100,2014-07-21T23:04:08.927Z,"1km NNE of The Geysers, California",earthquake
2014-07-13T07:03:53.950Z,35.5922,-97.2582,5,2.8,mb_lg,,36,0.04,0.42,us,usb000rsk5,2014-07-13T19:52:10.600Z,"3km NE of Jones, Oklahoma",earthquake
2014-07-13T07:01:38.000Z,63.1718,-149.2067,11.5,1.6,ml,,,,0.28,ak,ak11324939,2014-07-13T18:25:48.194Z,"27km SSW of Cantwell, Alaska",earthquake
2014-07-13T07:00:56.000Z,63.0543,-151.4172,4,2,ml,,,,0.89,ak,ak11324549,2014-07-13T18:25:44.464Z,"105km NW of Talkeetna, Alaska",earthquake
2014-07-13T06:58:32.300Z,41.7823,-119.6558,3.5,1.3,Md,,223.2,0.49407341,0.43,uw,uw60816092,2014-07-14T21:09:05.906Z,"72km SE of Lakeview, Oregon",earthquake
